,id,viewCount,likeCount,dislikeCount,commentCount,publishedAt,title,channelTitle
0,vTAXnJuGGHs,35765,96,2,23,2009-11-05T10:57:39.000Z,HARRY POTTER ™ YEARS 1-6 - Official trailer - Out on UK DVD &amp; Blu-ray boxset 7 December 09,romleydavies
1,DqTEz16cQa8,11823,75,3,1,2009-11-27T17:12:27.000Z,Harry Potter a Princ dvojí krve - trailer HD,MFreshBlog
2,2MP7CHMeVjo,35918,103,16,23,2009-11-30T22:34:00.000Z,Harry Potter and the Deathly Hallows Trailer,Thraslaug
3,9CXCkL8lpnI,7552,68,1,3,2009-12-10T20:48:12.000Z,Harry Potter and the Half-Blood Prince Videogame Trailer,G4VideogameTrailers
4,haScxQMg-Mk,69611,276,2,66,2010-01-12T10:35:27.000Z,Harry Potter and the Deathly Hallows Teaser Trailer HD 1080p,MagicStrongHearts
5,3q9IIM3_TTA,266758,364,12,55,2010-02-04T06:49:36.000Z,Harry Potter and The Deathly Hallows Trailer Movie,Joé Tapia
6,vnWu6TBghKQ,122990,1037,26,1361,2010-02-12T00:24:51.000Z,Harry Potter vs. Lord of the Rings Trailer,videoedits1988
7,qL1QqT5f2f0,63893,37,1,17,2010-05-27T15:28:59.000Z,Lego Harry Potter Years 1-4 - Year 4 Trailer - PS3/Xbox360,PlayscopeTrailers
8,8eGvGG9bF24,471518,257,32,48,2010-06-01T19:59:19.000Z,LEGO Harry Potter: Years 1-4 Year 4 - Goblet of Fire Trailer,G4VideogameTrailers
9,AKQGesrF9y4,27758,50,0,11,2010-06-07T15:54:07.000Z,Harry Potter and the Deathly Hallows (Official Trailer),DeathlyHallowsTV
10,Ptt94WTSiO4,4220,14,0,4,2010-06-08T09:44:39.000Z,Exclusive Harry Potter and the Deathly Hallows Trailer,popifun
11,RFTm0AzAN3Q,42973,15,1,1,2010-06-25T19:14:07.000Z,Harry Potter Lego Years 1-4 | Gameplay trailer,moviemaniacsDE
12,9hXH0Ackz6w,4398507,22877,407,3799,2010-06-28T23:06:50.000Z,Harry Potter and the Deathly Hallows Official HD Trailer,Warner Bros. Pictures
13,_EC2tmFVNNE,38296341,143958,4681,43808,2010-06-28T23:58:26.000Z,Harry Potter and the Deathly Hallows Trailer Official HD,ClevverTV
14,Agm92ElIJaU,318291,1243,38,359,2010-06-29T01:45:45.000Z,Harry Potter and the Deathly Hallows Trailer HD,hollywoodstreams
15,bL55EiybphM,1864672,3332,99,785,2010-06-29T09:15:40.000Z,Harry Potter and the Deathly Hallows : Part I &amp; Part II | OFFICIAL [HD] trailer #1 US (2010) 3D,moviemaniacsDE
16,UU3qikisy4w,15394,15,1,4,2010-06-29T19:00:50.000Z,Harry Potter and the Deathly Hallows - Official Trailer HD,ukharrypotter
17,wkvyc0AdM8M,865993,1766,87,642,2010-06-30T15:19:50.000Z,HARRY POTTER UND DIE HEILIGTÜMER DES TODES (TEIL 1) | Trailer [HD],vipmagazin
18,LWEc_rwF4KA,1068945,2718,108,1100,2010-06-30T17:22:23.000Z,Harry Potter and the Deathly Hallows: Part I Trailer [HD],IGN
19,lUue9A1JEHU,64368,78,2,47,2010-06-30T18:14:08.000Z,Trailer: Harry Potter And The Deathly Hallows / Daniel Radcliffe (The Fan Carpet),The Fan Carpet
20,_hz-HuSDwQw,69060,18,7,10,2010-07-07T11:34:45.000Z,Harry Potter The Deathly Hallows - Trailer,FilmIsNow Movie Trailers
21,Pwax-BnDnMs,53661,2,1,0,2010-07-07T12:32:32.000Z,Harry Potter The Deathly Hallows - Trailer,FilmIsNow Trailer & Clip in Italiano
22,4PMCG6LarP8,63592,200,2,36,2010-07-07T14:00:54.000Z,Harry Potter e i Doni della Morte - Il primo trailer in HD,Warner Bros. Italia
