,id,viewCount,likeCount,dislikeCount,commentCount,publishedAt,title,channelTitle
0,HGnQbydfYXg,7336,76,2,7,2015-11-26T02:53:44.000Z,BBC Radio Bookclub Interview with J.K. Rowling,Marina Patricia
1,dwpf7uTSMpc,28109,299,113,261,2015-12-22T14:39:02.000Z,J.K. Rowling Defends Black Hermione Casting in &#39;Harry Potter&#39; Play,ABC News
2,sFRp9JCnbbc,85088,3483,44,725,2015-12-23T19:53:39.000Z,HARRY POTTER AND THE ORDER OF PHOENIX BY JK ROWLING | booktalk with XTINEMAY,polandbananasBOOKS
3,GlUOQ1htBkM,61236,2575,35,537,2016-01-05T18:23:12.000Z,HARRY POTTER AND THE HALF BLOOD PRINCE BY JK ROWLING | booktalk with XTINEMAY,polandbananasBOOKS
4,6gcTWpoenbk,4781,230,4,33,2016-01-07T04:30:00.000Z,Review: Harry Potter and The Sorcerer&#39;s Stone by J.K. Rowling,climbthestacks
5,ijpsUHXYguc,60686,2915,33,638,2016-01-16T04:21:48.000Z,HARRY POTTER AND THE DEATHLY HALLOWS BY JK ROWLING | booktalk wtih XTINEMAY,polandbananasBOOKS
6,7ebnZXiScVE,108368,3839,77,1072,2016-01-23T02:14:24.000Z,HARRY POTTER AND THE SORCERER&#39;S STONE BY JK ROWLING | booktalk with XTINEMAY,polandbananasBOOKS
7,phiMuhhIjAM,157014,707,10,61,2016-01-23T15:52:28.000Z,Stephen Fry pocketed it (J. K. Rowling&#39;s Harry Potter revenge),Nik
8,WZnv69Wmf_s,14643,477,7,88,2016-01-28T19:04:15.000Z,Harry Potter Philosopher&#39;s/Sorcerer&#39;s Stone Collection - EVERY TRANSLATION - J.K. Rowling,The Potter Collector
9,BaziF65qoys,2806,150,2,18,2016-02-04T18:15:06.000Z,Review: Harry Potter and The Chamber of Secrets by J.K.  Rowling,climbthestacks
10,0iNkEzDn2ys,134790,2518,218,410,2016-02-09T23:09:04.000Z,HARRY POTTER AND THE CHAMBER OF SECRETS BY JK ROWLING | booktalk wtih XTINEMAY,polandbananasBOOKS
11,CQXba2N-itM,2069,15,4,3,2016-02-11T12:49:18.000Z,J.K. Rowling Discusses the 8th &#39;Harry Potter&#39; Book,Wochit Entertainment
12,FJqVT4cRL_0,164408,1604,57,329,2016-02-12T00:51:33.000Z,8th Harry Potter Book DETAILS - Harry Potter And The Cursed Child,Pop Trigger
13,lncgVsvod-I,325184,4277,146,260,2016-02-12T08:35:01.000Z,There Will Be A New Harry Potter Book... ish,The Late Show with Stephen Colbert
14,EeqULf850Jw,2851,139,1,12,2016-03-04T17:00:00.000Z,Review: Harry Potter and The Prisoner of Azkaban by J.K. Rowling,climbthestacks
15,G48t_IjD6sg,60504,2309,38,421,2016-03-08T20:41:13.000Z,HARRY POTTER AND THE PRISONER OF AZKABAN BY JK ROWLING | booktalk wtih XTINEMAY,polandbananasBOOKS
16,U-I0AV8NB4Y,3462,26,3,3,2016-03-25T16:25:19.000Z,Even J.K. Rowling Was Rejected By Publishers After Harry Potter - Newsy,Newsy Entertainment
17,R37UZsiWvCk,18654,336,11,90,2016-04-03T00:33:24.000Z,"Harry Potter and the Philosopher&#39;s Stone, HARDCOVER, First Printing, HOLY GRAIL, J.K. Rowling",The Potter Collector
18,ESDpjreNXwk,6044,23,6,13,2016-04-05T09:02:28.000Z,"Chair J.K.Rowling used when writing Harry Potter auctioned at $65,000",On Demand News
19,KsZABWXVcP4,605,1,0,0,2016-04-07T13:32:08.000Z,The Chair J.K. Rowling Sat In To Write &#39;Harry Potter&#39; Sells For $394K - Newsy,Newsy Entertainment
20,ZPF6dKVcxvQ,17542,159,4,12,2016-04-15T14:52:39.000Z,Top 5 J.K. Rowling Books (aka Robert Galbraith),Writer's Relief
21,ddG3IvAfiRU,35292,1914,30,266,2016-05-12T16:00:02.000Z,HARRY POTTER DE JK ROWLING - MISS BOOK,Miss Book
22,LJ1wtQBgoEA,31466,404,35,229,2016-06-06T12:10:07.000Z,Least to Most Favorite Harry Potter Books!,The Bookish Babbler
23,FNZuFXZFxcY,3851,24,0,2,2016-06-09T13:40:51.000Z,JK Rowling&#39;s  ‘Harry Potter and the Cursed Child’ is previewed in London,CGTN
24,3xbAje_ph_E,72667,371,41,144,2016-06-12T16:45:45.000Z,JK Rowling on Harry Potter and the Cursed Child - BBC News,Potter News Russia
25,WLSvInKnLuU,915,5,0,0,2016-07-21T17:51:08.000Z,JK ROWLING BOOK TOUR,CNN
26,BypBz1Di270,31503,3383,22,144,2016-07-29T14:00:00.000Z,"HARRY POTTER, J. K ROWLING - SÉRIE COMPLETA (#82-88)",Ler Antes de Morrer
27,w_FkXoZBhj0,217981,6543,535,1771,2016-08-01T19:47:56.000Z,HARRY POTTER AND THE CURSED CHILD BY JK ROWLING &amp; JACK THORNE | booktalk with XTINEMAY,polandbananasBOOKS
28,dDLW58dKR40,61651,2540,63,603,2016-08-08T23:03:45.000Z,HARRY POTTER AND THE CURSED CHILD BY JK ROWLING &amp; JACK THORNE,jessethereader
29,qzZ2Trm_Tik,573,2,3,0,2016-08-17T19:38:19.000Z,J.K. Rowling to release 3 &#39;Harry Potter&#39; stories,Newsy
30,erTEakVp5M8,1909,13,0,3,2016-08-18T09:00:34.000Z,J.K. Rowling releases new &#39;Harry Potter&#39; e-books,Hindustan Times
31,3v4MKygfmKU,4270,39,2,13,2016-08-18T11:11:30.000Z,More Harry Potter books to come,CNBC International
32,H5prh7BsgA8,655,4,1,1,2016-08-18T14:28:01.000Z,More Harry Potter Books Coming As Short Stories | CNBC,CNBC
33,Cufbbg-rpH8,461,4,0,,2016-08-18T15:50:41.000Z,Three new Harry Potter E-books by J.K Rowling are on the way!,Fun Kids
34,UBSS1Zxakas,193,0,0,0,2016-08-21T00:57:37.000Z,JK Rowling Luncurkan &quot;E-Book&quot; Harry Potter,KOMPASTV
35,wAwUEtsAgN4,127,11,0,,2016-08-23T01:43:12.000Z,"Valentina reviews the Harry Potter book series, by J.K. Rowling",Book Reviews with Valentina
36,Tb7GKZGmIRE,630317,15967,105,880,2016-08-26T16:00:02.000Z,Harry Potter Cast Says Goodbye | Wizarding World,Wizarding World
37,jpaMMoxq4fM,21456,218,23,203,2016-08-28T18:26:46.000Z,Book Critics discuss The Harry Potter Series (2000),Manufacturing Intellect
38,bDOs5JzLnLk,93764,1104,47,101,2016-09-16T21:17:22.000Z,J.K. Rowling on Her Goodbye to Harry Potter: &quot;It Was a Bereavement&quot; | The Oprah Winfrey Show | OWN,OWN
39,UdbOhvjIJxI,2689266,67834,1973,5351,2016-10-18T12:53:58.000Z,Harry Potter and the translator&#39;s nightmare,Vox
40,_hpwjxxB1A8,7992,372,6,46,2016-11-02T00:12:28.000Z,Harry Potter and the Cursed Child by JK Rowling,BonerBookClub
41,L1KaIbcwL_M,6274,91,1,1,2016-11-06T23:47:14.000Z,Fantastic Beasts and Where To Find Them Interview - J.K. Rowling,Flicks And The City Clips
42,ejfFLsy-aFw,1051538,3900,539,333,2016-11-13T01:50:41.000Z,If Harry Potter characters were LEGO minidolls 1,Brickomotion
43,ElpdKxnyZS8,1028,12,3,0,2016-11-14T15:25:53.000Z,You Could Own A Handwritten &#39;Harry Potter&#39; Book,b/60
44,iC9h1IuLP1E,2299364,49700,455,2755,2016-11-16T16:03:41.000Z,Harry Potter &amp; Fantastic Beasts: The Secret Of The Wizarding World | Documentary from BBC Radio 1,BBC Radio 1
45,uYfIoTX7hKY,12904,693,2,41,2016-11-18T17:06:31.000Z,Magical Quotes from Harry Potter by J.K. Rowling,Epic Reads
46,gpGC60ygbxs,5044806,56564,2297,8246,2016-11-21T01:00:02.000Z,Top 10 Shocking Differences Between the Harry Potter Movies and Books,WatchMojo.com
47,asTbXNMrEqg,4268,106,76,74,2016-11-24T20:36:17.000Z,JK Rowling sends Harry Potter ebooks to Syria,CNN
48,0aBO0pXf62w,1698,31,11,22,2016-11-24T22:20:39.000Z,JK Rowling sends Harry Potter books to young girl in Aleppo,On Demand News
49,Ij97LWo0I7s,126608,1994,28,174,2016-11-27T17:21:36.000Z,"J. K. Rowling - A Year in the Life (ITV, 2007) - HD",James
