,id,viewCount,likeCount,dislikeCount,commentCount,publishedAt,title,channelTitle,publishTime
0,_JVXQSsR-1Y,175884,945,34,142,2011-04-01T04:40:17Z,Harry Potter Film Intros,IANVARIVS PHILIPPVS,2011-04-01T04:40:17Z
1,2WhhS2maFEs,836216,6631,533,2160,2011-04-01T07:01:05Z,Harry Potter TV Show: The Aurors - Official Trailer,IGN,2011-04-01T07:01:05Z
2,3rvFReRxSaA,87943,426,14,107,2011-04-02T05:04:42Z,Deathly Hallows - Part 1: &quot;Death Eaters Take Over&quot; Clip [HD],Tony T,2011-04-02T05:04:42Z
3,-EqRy3Hl6Mk,176553,599,15,60,2011-04-02T12:45:23Z,Le conte des trois frère - Harry Potter et les reliques de la mort (partie 1),Lyrics350,2011-04-02T12:45:23Z
4,TOz8NAvqdNM,95229,1364,19,132,2011-04-02T18:36:24Z,Harry Potter y las reliquias de la muerte parte I escena eliminada despedida con Dudley,SongsLyricsMore,2011-04-02T18:36:24Z
5,V9DGXTDZMp8,175225,1678,17,280,2011-04-02T20:46:05Z,Harry Potter and the Deathly Hallows - Part 1: Deleted Scenes,Tony T,2011-04-02T20:46:05Z
6,9gJO3RcVDgA,81337,702,46,30,2011-04-05T17:53:13Z,Обзор Harry Potter Mod,DRAKULA,2011-04-05T17:53:13Z
7,ch8uPA7-hPE,47587,229,8,42,2011-04-07T07:38:00Z,Harry potter camping tent!!,leo41224,2011-04-07T07:38:00Z
8,5PZhWhecqVY,644061,4482,32,327,2011-04-08T10:49:40Z,Harry Potter Cast Having Fun On The Set,Loren Solas,2011-04-08T10:49:40Z
9,ntz_32_7LTk,493983,4340,64,260,2011-04-10T09:49:39Z,Harry Potter y las Reliquias de la Muerte: Todas las escenas eliminadas,ZorexChannel93,2011-04-10T09:49:39Z
10,upBtsHUf4Y8,620112,2087,145,123,2011-04-11T03:45:39Z,EL BANANERO - HARRY POTTER,Sergio Delgado,2011-04-11T03:45:39Z
11,ec4QyD6xJDM,55566,560,24,158,2011-04-11T17:18:30Z,Harry Potter and the Goblet of Fire Censored,ThisWouldBeMike,2011-04-11T17:18:30Z
12,OrmOTnztIYg,90444,704,5,102,2011-04-12T12:15:09Z,Robbie Coltrane And Michael Gambon On Harry Potter And The Deathly Hallows: Part One,Empire Magazine,2011-04-12T12:15:09Z
13,1iqv5XTUQ98,123220,1506,4,197,2011-04-12T12:17:08Z,David Thewlis And Natalia Tena Talk Harry Potter And The Deathly Hallows: Part One | Empire Magazine,Empire Magazine,2011-04-12T12:17:08Z
14,twHLFlqZ8T8,2885643,14657,523,3269,2011-04-12T20:39:13Z,Hermione being Tortured by Bellatrix in Harry Potter and the Deathly Hallows Part 1 (HD),tzekoulis,2011-04-12T20:39:13Z
15,RrBLwllJyWo,99561,402,13,163,2011-04-13T17:12:24Z,DELETED SCENE of Harry Potter 7 part 1 - Ron and Harry chasing a rabbit in the forest,adeleblack97,2011-04-13T17:12:24Z
16,3-eNRHWRhLI,65147,476,9,192,2011-04-14T12:11:24Z,Harry Potter And The Deathly Hallows Part 1 Silver Doe Scene,ThePottermovies,2011-04-14T12:11:24Z
17,A4x64x2T6t4,201469,922,16,131,2011-04-14T20:03:46Z,Hagrid and Dumbledore on Harry Potter and Fart Machines!,POPSUGAR Entertainment,2011-04-14T20:03:46Z
18,NuVuVA5BjgY,711347,9158,353,2091,2011-04-15T05:14:00Z,Dumbledore&#39;s Army (Harry Potter Rap),twwpem14,2011-04-15T05:14:00Z
19,VsS1-jhNn2A,574845,3030,83,256,2011-04-15T12:57:04Z,Ginny Weasley and Bill Weasley talk kissing Harry Potter with Brad Blanks,bradblanks,2011-04-15T12:57:04Z
20,RsnPrULuqNQ,151284,1567,7,152,2011-04-15T17:41:46Z,Harry Potter&#39;s Fred and George Weasley on Deathly Hallows Battle Scenes,POPSUGAR Entertainment,2011-04-15T17:41:46Z
21,kXpT4Dod0mI,115858,981,17,43,2011-04-17T14:02:52Z,Harry Potter (and the Chamber of Secrets) - Fawkes the Phoenix (Piano Cover; comp. by John Williams),pianomusiclovr,2011-04-17T14:02:52Z
22,PQq6cpIPhsg,111702,1603,7,93,2011-04-17T18:40:04Z,Gary Oldman - Daniel Radcliffe talks about working with him on Harry Potter,Gary Oldman Web,2011-04-17T18:40:04Z
23,3N2NYVbfBhA,98998,238,4,12,2011-04-19T13:11:03Z,Harry Potter e i Doni della Morte parte 2 - Featurette sottotitolata,Warner Bros. Italia,2011-04-19T13:11:03Z
24,Ksa-2JL23zo,61444,457,2,52,2011-04-19T20:04:09Z,Harry Potter&#39;s Arthur Weasley &amp; Narcissa Malfoy on Wizard Parenting,POPSUGAR Entertainment,2011-04-19T20:04:09Z
25,fBMOvW04Mn8,35970,815,9,,2011-04-19T20:30:15Z,Harry Potter e i doni della morte-Harry e Hermione,PatyMaker🎬,2011-04-19T20:30:15Z
26,9B8JTTqZHBk,126830,938,16,90,2011-04-20T01:17:33Z,Snape to Malfoy Manor - Harry Potter and the Deathly Hallows Part 1 (HD),tzekoulis,2011-04-20T01:17:33Z
27,pEWutsQtKBg,262362,5256,23,168,2011-04-21T15:51:10Z,Harry Potter On the Road // Malfoy Manor,XxlQueenOfHeartslxX,2011-04-21T15:51:10Z
28,lcIGZzwM4lU,137657,577,13,37,2011-04-22T14:11:46Z,Harry Potter et les Reliques de la Mort - Partie 2 - Making Of &quot;Scène finale&quot; (VOST),Warner Bros. France,2011-04-22T14:11:46Z
