,id,viewCount,likeCount,dislikeCount,commentCount,publishedAt,title,channelTitle
0,tPg3_3y0IdE,3697,46,3,11,2010-05-02T14:01:51.000Z,Harry Potter &amp; Return of the King Mash-Up Trailer (Remake),hptrio
1,pmbIa7qBIWM,1007208,8447,298,640,2010-05-04T22:55:59.000Z,HARRY POTTER PSICOLOGIA DEL MIEDO,CuracionAngelica
2,sRs3EuOb8lI,16597,231,2,2,2010-05-05T14:15:24.000Z,Harry Potter et l&#39;Ordre du Phénix sur les Champs Elysées,Première magazine
3,VNLIY2uJYi0,11831,73,3,4,2010-05-06T21:01:45.000Z,Give Me A Sign - Harry Potter,orderofthemusic
4,UPVolA1K1Ug,1512232,23277,524,1569,2010-05-06T23:14:05.000Z,Harry Potter Starts a Band!,PistolShrimps
5,tS_tvDPZR70,7330,20,0,2,2010-05-07T08:24:01.000Z,Harry Potter et le prince de sang mêlé : le tapis rouge,Première magazine
6,Xhlt2Se5pgg,19687,19,1,3,2010-05-08T11:13:21.000Z,Harry Potter i Zakon Feniksa - part 8 (PC),FlyStudios
7,HiazZrQSb1s,15481,18,1,2,2010-05-09T14:33:52.000Z,Harry Potter i Zakon Feniksa - part 9 (PC),FlyStudios
8,lKhFuQJK_N4,17723,490,2,31,2010-05-09T18:48:31.000Z,In His Shadow • Harry Potter // Eternal Sorrow,Sapphiamur
9,T4P6Lq9Z3FM,4847,126,0,20,2010-05-11T03:08:12.000Z,Harry Potter VS Edward Cullen,Kory DeSoto
10,kXSjBe6ZQjE,483032,2183,41,483,2010-05-11T09:49:09.000Z,Hermione Crying on Shoulders of Harry Potter,M.Rizwan Afzal
11,RMImM2BtI7I,8968,61,1,7,2010-05-11T22:58:17.000Z,Acrosport CCAFYDE UAH Harry Potter 2009/2010,Pablo Sotoca Orgaz
12,MynlGSnmRrc,19247,144,1,19,2010-05-12T21:09:15.000Z,&quot;Harry Potter Rap&quot; - Jefferson Snow,theofficialHumorU
13,WE4AJuIvG1Y,87873,387,24,8,2010-05-16T13:10:52.000Z,Harry Potter y la Piedra Filosofal (Trailer español),Cine Fantasía
14,CKt0PQFECfs,20267,56,4,4,2010-05-16T14:17:48.000Z,Harry Potter y el Cáliz de Fuego (Trailer español),Cine Fantasía
15,zqMjQXcpacg,20386,51,4,0,2010-05-16T14:33:47.000Z,Harry Potter y la Orden del Fénix (Trailer español),Cine Fantasía
16,50nRMiUt01E,15814,6,0,0,2010-05-16T14:38:17.000Z,Harry Potter y el misterio del príncipe (Trailer español),Cine Fantasía
17,u5zNjwDgKpY,13434,17,0,5,2010-05-18T13:20:22.000Z,Harry Potter i Zakon Feniksa - part 12 (PC),FlyStudios
18,Ttd6xpWbIbk,37813,122,1,59,2010-05-20T18:55:24.000Z,Victorious Girls: Twilight Saga: Eclipse vs. Harry Potter!,Popstar!
