,id,viewCount,likeCount,dislikeCount,commentCount,publishedAt,title,channelTitle
0,tMTQw51eqwM,11898,7,1,2,2010-12-01T07:05:37.000Z,TACHO (2010) - OFFICIAL TRAILER,CinemoCZ
1,-agTClDfpcQ,2566164,9971,284,2283,2010-12-01T17:09:41.000Z,Werewolf Scene - Harry Potter And The Prisoner Of Azkaban,Moustachio
2,KOWioSf-Zvg,20000,110,4,3,2010-12-01T18:42:09.000Z,harry potter 5 trailer music,dani1791983
3,IlJq4VDE5RQ,4262,24,0,1,2010-12-01T18:47:31.000Z,harry potter 6 trailer music,dani1791983
4,xy0qYLsJraU,173661,746,27,41,2010-12-01T18:57:47.000Z,harry potter 7 trailer music,dani1791983
5,Ut5KnZB0TGw,3620,2,1,0,2010-12-02T13:12:08.000Z,Harry Potter and the Deathly Hallows Part 1 Official Trailer HD 2011,usmoviereview
6,yE1wZ2gPcqc,587,7,0,0,2010-12-02T13:44:41.000Z,The Official Harry Potter Ultimate Trailer,demirkanozi
7,ZWpOV8SgdNg,28425,128,2,5,2010-12-02T16:33:34.000Z,Harry Potter 7 Teil 1 - Filmtipp,Warner Bros. DE
8,BN8nKDOwaAY,45467,272,11,7,2010-12-02T16:40:09.000Z,Harry Potter 7 Teil 1 - Mini Making of,Warner Bros. DE
9,tj2wIupUGbs,123395,859,16,43,2010-12-02T17:21:06.000Z,HarryPotter 7 Teil 1 Making of,Warner Bros. DE
10,XPxqAy9vzWQ,1471,5,4,2,2010-12-02T21:27:52.000Z,Harry Potter And The Deathly Hallows Part 2: Teaser Trailer,DazzNovaNation
11,K15NzjLfxts,43212,186,8,6,2010-12-02T22:16:09.000Z,HARRY POTTER E LA PIETRA FILOSOFALE - TRAILER ITALIANO,F4Life1
12,cbhVaQv-aNU,195423,670,11,27,2010-12-03T01:25:41.000Z,HARRY POTTER E LA CAMERA DEI SEGRETI - TRAILER ITALIANO,F4Life1
