,id,viewCount,likeCount,dislikeCount,commentCount,publishedAt,title,channelTitle
0,4CCXSG1WSwY,43128,36,12,8,2010-05-01T06:46:11.000Z,Buried Trailer (FullHD 1080p),Karajantsao
1,CuOFIIAjr08,730,2,0,,2010-05-03T05:36:07.000Z,Harry Potter and the Sorcerer&#39;s Stone Official Trailer,Vajennashow
2,sHVegFYP0fE,51595,6,7,5,2010-05-03T09:40:05.000Z,Pirates of the Caribbean: On Stranger Tides - Official Trailer,FilmIsNow Movie Trailers
3,zmIoRlAZCeg,187170,522,25,17,2010-05-03T12:39:39.000Z,Prince of Persia: The Sands of Time - Princess Tamina,Disney UK
4,GKrUE-Og_zw,731121,642,117,187,2010-05-03T16:21:14.000Z,THE TWILIGHT SAGA: ECLIPSE - Theatrical Trailer,Summit Screening Room
5,KuArxFS1-JI,44165,3,2,2,2010-05-03T17:58:15.000Z,Pirates of the Caribbean: On Stranger Tides - Official Trailer,FilmIsNow Trailer & Clip in Italiano
6,pxBGM2Eegr0,118193,1559,15,182,2010-05-03T18:57:09.000Z,Lord Voldemort • Evil Power // Epic trailer,Sapphiamur
7,T-Kmjtaz4BA,17064,20,1,0,2010-05-03T20:14:14.000Z,Briefe an Julia - Trailer [HD],GRIN
8,r9CjTXlLk6k,10769,24,3,1,2010-05-04T14:09:06.000Z,Min Bedste Fjende Trailer,oddballthegreat
9,SHCC_47lPso,64061,188,23,17,2010-05-06T00:37:16.000Z,Bad Taste (1987) Trailer.,MondoBizarroTV
10,eaAHhxhztkM,3920,20,5,6,2010-05-06T18:48:11.000Z,Eclipse trailer Harry Potter style,ITheFameProductions
11,CJFf_ilLhF4,41465,44,5,5,2010-05-06T23:53:01.000Z,The Sorcerer&#39;s Apprentice | Trailer #2 US (2010) [HD] OFFICIAL NEW TRAILER,moviemaniacsDE
12,RlyQMBgzvCI,1061,4,0,0,2010-05-10T00:04:55.000Z,Harry Potter and the Deathly Hallows Trailer,Damontager
13,bslj0-9I2VY,7150,15,0,3,2010-05-11T08:20:15.000Z,《血聘》Exam Official Trailer (Hong Kong) 6月17日上映,UA Films
14,CPTIgILtna8,842807,2797,65,272,2010-05-11T13:09:44.000Z,INCEPTION - Bande Annonce Officielle 2 (VF) - Leonardo DiCaprio / Christopher Nolan,Warner Bros. France
15,kRx8KXBzGME,219017,163,14,102,2010-05-11T17:35:19.000Z,&#39;Super 8&#39; Official Trailer HD,ZodiacTrailers
16,6vfbzvyZf4w,115168,351,10,27,2010-05-11T17:57:48.000Z,The Covenant Trailer,OneTwentyProductions
17,sJArMBdqPso,96899,158,13,110,2010-05-11T19:59:17.000Z,JJ Abrams&#39; &quot;Super 8&quot; Official Trailer HQ,TheFilmAddicts
18,K9UKUzOZLtE,261,1,0,0,2010-05-12T01:09:17.000Z,Harry Potter and the Sorcerer&#39;s Stone Trailer,Damontager
19,Oeo0IudkEq0,263160,215,41,190,2010-05-12T18:28:06.000Z,Die Legende von Aang - Kino Trailer deutsch,KinoTrailer2010
20,hnJjYnzZSZo,343832,230,14,110,2010-05-13T12:49:13.000Z,A Team Official Trailer 2,theateamuk
21,cRStBBT_Y9M,24576,7,3,1,2010-05-14T00:54:29.000Z,Brotherhood Trailer,Sydney Film Festival
22,sXTQNSVAB84,2135,8,0,2,2010-05-15T17:19:15.000Z,&#39;&#39;The NEXT&#39;&#39;- FULL MOVIE + Official Trailer {HD},EvaxJ
23,DFDnYqrbjVw,134,2,0,0,2010-05-15T22:49:05.000Z,Harry Potter 7- The Deathly Hallows Official Trailer,orudx
24,dpS4Ym6af14,1813,6,1,4,2010-05-16T07:08:56.000Z,Harry Potter and the Deathly Hallows Official Trailer,Michellka051
25,WE4AJuIvG1Y,87883,387,24,8,2010-05-16T13:10:52.000Z,Harry Potter y la Piedra Filosofal (Trailer español),Cine Fantasía
26,CKt0PQFECfs,20268,56,4,4,2010-05-16T14:17:48.000Z,Harry Potter y el Cáliz de Fuego (Trailer español),Cine Fantasía
27,zqMjQXcpacg,20386,51,4,0,2010-05-16T14:33:47.000Z,Harry Potter y la Orden del Fénix (Trailer español),Cine Fantasía
28,KGdQURlmsjc,765481,7253,90,1563,2010-05-16T22:50:30.000Z,The Dark Knight Trailer - Inception Style,themanbatman
29,Zmwh0dxh65o,56192,148,15,10,2010-05-17T22:45:53.000Z,Salt | Trailer #2 US (2010) Angelina Jolie,moviemaniacsDE
30,Y39RslowsUc,32370,28,5,14,2010-05-17T23:26:56.000Z,Resident Evil Afterlife | Trailer #1 US (2010),moviemaniacsDE
31,MiQy9pyRmrU,26174,634,2,108,2010-05-18T00:49:30.000Z,How Far We&#39;ve Come,KarliMeaghan
32,LHaLkqFbjmM,62617,439,12,152,2010-05-20T03:24:07.000Z,Marvel vs. DC Part 2 - Theatrical Trailer,videoedits1988
33,xitHF0IPJSQ,2308500,2917,107,473,2010-05-20T19:35:04.000Z,Inception Trailer # 3,Warner Bros. Pictures
