;YYYY-MM-DD;content;engagement;engagement/tweet
2685;2018-10-01;7;664471;94924,42857142857
2686;2018-10-02;12;979867;81655,58333333333
2687;2018-10-03;12;992327;82693,91666666667
2688;2018-10-04;11;1069002;97182,0
2689;2018-10-05;3;589367;196455,66666666666
2690;2018-10-06;7;1187892;169698,85714285713
2691;2018-10-07;1;94843;94843,0
2692;2018-10-08;9;594978;66108,66666666667
2693;2018-10-09;12;737906;61492,166666666664
2694;2018-10-10;10;720278;72027,8
2695;2018-10-11;3;131026;43675,333333333336
2696;2018-10-12;11;829182;75380,18181818182
2697;2018-10-13;12;984295;82024,58333333333
2698;2018-10-14;4;367109;91777,25
2699;2018-10-15;8;727024;90878,0
2700;2018-10-16;20;1966727;98336,35
2701;2018-10-17;17;1191124;70066,11764705883
2702;2018-10-18;18;1402842;77935,66666666667
2703;2018-10-19;10;848739;84873,9
2704;2018-10-20;10;882635;88263,5
2705;2018-10-21;5;644152;128830,4
2706;2018-10-22;19;1524237;80223,0
2707;2018-10-23;7;723285;103326,42857142857
2708;2018-10-24;8;809834;101229,25
2709;2018-10-25;17;1325608;77976,94117647059
2710;2018-10-26;12;1207967;100663,91666666667
2711;2018-10-27;14;1175085;83934,64285714286
2712;2018-10-28;3;383732;127910,66666666667
2713;2018-10-29;16;1692536;105783,5
2714;2018-10-30;8;588146;73518,25
2715;2018-10-31;17;1515794;89164,35294117648
2716;2018-11-01;8;585440;73180,0
2717;2018-11-02;12;964731;80394,25
2718;2018-11-03;19;1384301;72857,94736842105
2719;2018-11-04;9;680554;75617,11111111111
2720;2018-11-05;16;1121406;70087,875
2721;2018-11-06;9;794090;88232,22222222222
2722;2018-11-07;13;1492028;114771,38461538461
2723;2018-11-08;3;393181;131060,33333333333
2724;2018-11-09;13;1579860;121527,69230769231
2725;2018-11-10;7;851129;121589,85714285714
2726;2018-11-11;5;526900;105380,0
2727;2018-11-12;9;976652;108516,88888888889
2728;2018-11-13;11;1265269;115024,45454545454
2729;2018-11-14;5;437253;87450,6
2730;2018-11-15;9;930616;103401,77777777778
2731;2018-11-16;8;769762;96220,25
2732;2018-11-17;6;501689;83614,83333333333
2733;2018-11-18;5;601657;120331,4
2734;2018-11-19;5;705097;141019,4
2735;2018-11-20;2;328481;164240,5
2736;2018-11-21;11;1246827;113347,90909090909
2737;2018-11-22;8;908710;113588,75
2738;2018-11-23;3;361940;120646,66666666667
2739;2018-11-24;2;342393;171196,5
2740;2018-11-25;11;1138807;103527,90909090909
2741;2018-11-26;8;811501;101437,625
2742;2018-11-27;9;1004561;111617,88888888889
2743;2018-11-28;7;713969;101995,57142857143
2744;2018-11-29;17;1305589;76799,35294117648
2745;2018-11-30;8;853988;106748,5
2746;2018-12-01;3;413781;137927,0
2747;2018-12-02;2;237785;118892,5
2748;2018-12-03;12;1189604;99133,66666666667
2749;2018-12-04;10;947713;94771,3
2750;2018-12-05;9;847675;94186,11111111111
2751;2018-12-06;8;845735;105716,875
2752;2018-12-07;16;1431688;89480,5
2753;2018-12-08;12;1267839;105653,25
2754;2018-12-09;4;536442;134110,5
2755;2018-12-10;4;437457;109364,25
2756;2018-12-11;11;1069403;97218,45454545454
2757;2018-12-12;3;489018;163006,0
2758;2018-12-13;12;1068356;89029,66666666667
2759;2018-12-14;9;870725;96747,22222222222
2760;2018-12-15;5;549287;109857,4
2761;2018-12-16;10;1031905;103190,5
2762;2018-12-17;4;489671;122417,75
2763;2018-12-18;14;1196559;85468,5
2764;2018-12-19;9;881478;97942,0
2765;2018-12-20;15;1598590;106572,66666666667
2766;2018-12-21;20;2040600;102030,0
2767;2018-12-22;10;1228216;122821,6
2768;2018-12-23;13;1388333;106794,84615384616
2769;2018-12-24;12;1641849;136820,75
2770;2018-12-25;2;801621;400810,5
2771;2018-12-26;1;251521;251521,0
2772;2018-12-27;10;1440773;144077,3
2773;2018-12-28;5;716392;143278,4
2774;2018-12-29;9;1320129;146681,0
2775;2018-12-30;3;565499;188499,66666666666
2776;2018-12-31;14;1747190;124799,28571428571
2777;2019-01-01;13;2117349;162873,0
2778;2019-01-02;5;740285;148057,0
2779;2019-01-03;8;1008179;126022,375
2780;2019-01-04;6;897724;149620,66666666666
2781;2019-01-05;16;1983415;123963,4375
2782;2019-01-06;5;806068;161213,6
2783;2019-01-07;7;1032082;147440,2857142857
2784;2019-01-08;6;927678;154613,0
2785;2019-01-09;6;1004541;167423,5
2786;2019-01-10;12;1660166;138347,16666666666
2787;2019-01-11;8;1062158;132769,75
2788;2019-01-12;14;1707538;121967,0
2789;2019-01-13;13;1683369;129489,92307692308
2790;2019-01-14;10;1146379;114637,9
2791;2019-01-15;8;1149118;143639,75
2792;2019-01-16;2;412114;206057,0
2793;2019-01-17;5;741821;148364,2
2794;2019-01-18;14;1867890;133420,7142857143
2795;2019-01-19;7;975318;139331,14285714287
2796;2019-01-20;18;2290978;127276,55555555556
2797;2019-01-21;9;1248243;138693,66666666666
2798;2019-01-22;13;1645186;126552,76923076923
2799;2019-01-23;8;1257260;157157,5
2800;2019-01-24;10;1303288;130328,8
2801;2019-01-25;3;511125;170375,0
2802;2019-01-26;12;1728097;144008,08333333334
2803;2019-01-27;8;1139298;142412,25
2804;2019-01-28;6;1102992;183832,0
2805;2019-01-29;2;241473;120736,5
2806;2019-01-30;11;1175295;106845,0
2807;2019-01-31;20;2138889;106944,45
2808;2019-02-01;7;813921;116274,42857142857
2809;2019-02-02;4;524921;131230,25
2810;2019-02-03;2;325253;162626,5
2811;2019-02-04;1;123045;123045,0
2812;2019-02-05;5;666924;133384,8
2813;2019-02-06;1;210692;210692,0
2814;2019-02-07;9;1232184;136909,33333333334
2815;2019-02-08;9;1105753;122861,44444444444
2816;2019-02-09;6;920688;153448,0
2817;2019-02-10;11;1403045;127549,54545454546
2818;2019-02-11;10;1277127;127712,7
2819;2019-02-12;5;656653;131330,6
2820;2019-02-13;6;826464;137744,0
2821;2019-02-14;6;799672;133278,66666666666
2822;2019-02-15;1;138245;138245,0
2823;2019-02-16;6;910651;151775,16666666666
2824;2019-02-17;10;1245844;124584,4
2825;2019-02-18;14;1667403;119100,21428571429
2826;2019-02-19;7;802319;114617,0
2827;2019-02-20;9;1372465;152496,11111111112
2828;2019-02-21;6;942962;157160,33333333334
2829;2019-02-22;5;573564;114712,8
2830;2019-02-23;6;862438;143739,66666666666
2831;2019-02-24;10;1392979;139297,9
2832;2019-02-25;17;2190605;128859,11764705883
2833;2019-02-26;3;509168;169722,66666666666
2834;2019-02-27;6;825308;137551,33333333334
2835;2019-02-28;6;514311;85718,5
2836;2019-03-01;10;1166551;116655,1
2837;2019-03-02;8;694727;86840,875
2838;2019-03-03;11;1182880;107534,54545454546
2839;2019-03-04;10;929137;92913,7
2840;2019-03-05;12;1390522;115876,83333333333
2841;2019-03-06;6;768241;128040,16666666667
2842;2019-03-07;3;346254;115418,0
2843;2019-03-08;18;1536875;85381,94444444444
2844;2019-03-09;8;839981;104997,625
2845;2019-03-10;3;402522;134174,0
2846;2019-03-11;3;454529;151509,66666666666
2847;2019-03-12;7;729638;104234,0
2848;2019-03-13;15;1623734;108248,93333333333
2849;2019-03-14;13;1381209;106246,84615384616
2850;2019-03-15;11;1322055;120186,81818181818
2851;2019-03-16;12;951034;79252,83333333333
2852;2019-03-17;15;1712633;114175,53333333334
2853;2019-03-18;15;1564914;104327,6
2854;2019-03-19;12;1452707;121058,91666666667
2855;2019-03-20;10;1112348;111234,8
2856;2019-03-21;3;448627;149542,33333333334
2857;2019-03-22;10;1025213;102521,3
2858;2019-03-24;3;1322696;440898,6666666667
2859;2019-03-25;8;917898;114737,25
2860;2019-03-26;10;1265448;126544,8
2861;2019-03-27;7;590204;84314,85714285714
2862;2019-03-28;16;2035774;127235,875
2863;2019-03-29;10;1228110;122811,0
2864;2019-03-30;4;568268;142067,0
2865;2019-03-31;3;423462;141154,0
2866;2019-04-01;12;1131780;94315,0
2867;2019-04-02;11;1021758;92887,09090909091
2868;2019-04-03;4;444869;111217,25
2869;2019-04-04;11;1364641;124058,27272727272
2870;2019-04-05;16;1369763;85610,1875
2871;2019-04-06;14;1296869;92633,5
2872;2019-04-07;6;718669;119778,16666666667
2873;2019-04-08;7;645126;92160,85714285714
2874;2019-04-09;14;1282494;91606,71428571429
2875;2019-04-10;8;962822;120352,75
2876;2019-04-11;7;795770;113681,42857142857
2877;2019-04-12;13;1670210;128477,69230769231
2878;2019-04-13;10;1189933;118993,3
2879;2019-04-14;7;754162;107737,42857142857
2880;2019-04-15;16;2196674;137292,125
2881;2019-04-16;10;1023748;102374,8
2882;2019-04-17;5;565413;113082,6
2883;2019-04-18;13;2013331;154871,61538461538
2884;2019-04-19;7;897887;128269,57142857143
2885;2019-04-20;10;1041181;104118,1
2886;2019-04-21;8;1421065;177633,125
2887;2019-04-22;16;1399786;87486,625
2888;2019-04-23;18;1887970;104887,22222222222
2889;2019-04-24;15;1623366;108224,4
2890;2019-04-25;9;923709;102634,33333333333
2891;2019-04-26;9;984706;109411,77777777778
2892;2019-04-27;13;1339570;103043,84615384616
2893;2019-04-28;1;77558;77558,0
2894;2019-04-29;12;1287943;107328,58333333333
2895;2019-04-30;9;946640;105182,22222222222
2896;2019-05-01;12;1231645;102637,08333333333
2897;2019-05-02;9;907350;100816,66666666667
2898;2019-05-03;13;1405911;108147,0
2899;2019-05-04;7;698637;99805,28571428571
2900;2019-05-05;13;1324539;101887,61538461539
2901;2019-05-06;9;1014461;112717,88888888889
2902;2019-05-07;5;490564;98112,8
2903;2019-05-08;24;2051593;85483,04166666667
2904;2019-05-09;5;436169;87233,8
2905;2019-05-10;18;1378321;76573,38888888889
2906;2019-05-11;6;689076;114846,0
2907;2019-05-12;21;1831935;87235,0
2908;2019-05-13;19;1653173;87009,1052631579
2909;2019-05-14;16;1418336;88646,0
2910;2019-05-15;5;533922;106784,4
2911;2019-05-16;4;440435;110108,75
2912;2019-05-17;15;1756479;117098,6
2913;2019-05-18;8;724430;90553,75
2914;2019-05-19;16;1540148;96259,25
2915;2019-05-20;18;1373421;76301,16666666667
2916;2019-05-21;15;1197246;79816,4
2917;2019-05-22;21;1884185;89723,09523809524
2918;2019-05-23;21;2165106;103100,28571428571
2919;2019-05-24;10;1135405;113540,5
2920;2019-05-25;12;1204631;100385,91666666667
2921;2019-05-26;6;802623;133770,5
2922;2019-05-27;12;1232146;102678,83333333333
2923;2019-05-28;8;1028779;128597,375
2924;2019-05-29;6;782075;130345,83333333333
2925;2019-05-30;14;1486282;106163,0
2926;2019-05-31;12;1243914;103659,5
2927;2019-06-01;11;893484;81225,81818181818
2928;2019-06-02;12;1265708;105475,66666666667
2929;2019-06-03;10;1371654;137165,4
2930;2019-06-04;6;671948;111991,33333333333
2931;2019-06-05;11;1071045;97367,72727272728
2932;2019-06-06;10;939562;93956,2
2933;2019-06-07;16;1750659;109416,1875
2934;2019-06-08;12;1343739;111978,25
2935;2019-06-09;9;1008268;112029,77777777778
2936;2019-06-10;14;1101737;78695,5
2937;2019-06-11;18;1505977;83665,38888888889
2938;2019-06-12;13;904997;69615,15384615384
2939;2019-06-13;19;1710857;90045,1052631579
2940;2019-06-14;10;709613;70961,3
2941;2019-06-15;17;1474916;86759,76470588235
2942;2019-06-16;14;1535919;109708,5
2943;2019-06-17;10;1038983;103898,3
2944;2019-06-18;16;1298478;81154,875
2945;2019-06-19;11;1059846;96349,63636363637
2946;2019-06-20;5;609736;121947,2
2947;2019-06-21;7;1109519;158502,7142857143
2948;2019-06-22;13;1480719;113901,46153846153
2949;2019-06-23;5;550294;110058,8
2950;2019-06-24;5;558486;111697,2
2951;2019-06-25;10;930713;93071,3
2952;2019-06-26;28;2822205;100793,03571428571
2953;2019-06-27;7;1096176;156596,57142857142
2954;2019-06-28;4;656853;164213,25
2955;2019-06-29;7;843764;120537,71428571429
2956;2019-06-30;4;644739;161184,75
2957;2019-07-01;14;1219767;87126,21428571429
2958;2019-07-02;19;1855924;97680,21052631579
2959;2019-07-03;14;1919186;137084,7142857143
2960;2019-07-04;14;1966241;140445,7857142857
2961;2019-07-05;6;660301;110050,16666666667
2962;2019-07-06;6;488859;81476,5
2963;2019-07-07;12;1400120;116676,66666666667
2964;2019-07-08;6;610088;101681,33333333333
2965;2019-07-09;22;1971324;89605,63636363637
2966;2019-07-10;14;1262144;90153,14285714286
2967;2019-07-11;33;2087323;63252,21212121212
2968;2019-07-12;19;1133251;59644,78947368421
2969;2019-07-13;5;627565;125513,0
2970;2019-07-14;12;1717244;143103,66666666666
2971;2019-07-15;16;2625335;164083,4375
2972;2019-07-16;12;2022695;168557,91666666666
2973;2019-07-17;15;2155292;143686,13333333333
2974;2019-07-18;11;1152644;104785,81818181818
2975;2019-07-19;13;1862683;143283,3076923077
2976;2019-07-20;6;726605;121100,83333333333
2977;2019-07-21;14;1702462;121604,42857142857
2978;2019-07-22;17;1728289;101664,05882352941
2979;2019-07-23;20;1990121;99506,05
2980;2019-07-24;32;2905521;90797,53125
2981;2019-07-25;13;1721315;132408,84615384616
2982;2019-07-26;14;1616461;115461,5
2983;2019-07-27;23;2459599;106939,08695652174
2984;2019-07-28;13;1691525;130117,30769230769
2985;2019-07-29;19;1923518;101237,78947368421
2986;2019-07-30;19;1788110;94111,05263157895
2987;2019-07-31;19;2091902;110100,1052631579
2988;2019-08-01;16;1217474;76092,125
2989;2019-08-02;8;1795894;224486,75
2990;2019-08-03;10;1008612;100861,2
2991;2019-08-04;4;569118;142279,5
2992;2019-08-05;13;1322506;101731,23076923077
2993;2019-08-06;13;1301577;100121,30769230769
2994;2019-08-07;23;2469300;107360,86956521739
2995;2019-08-08;10;887917;88791,7
2996;2019-08-09;4;577185;144296,25
2997;2019-08-10;11;1528146;138922,36363636365
2998;2019-08-11;4;419303;104825,75
2999;2019-08-12;3;338192;112730,66666666667
3000;2019-08-13;20;1728125;86406,25
3001;2019-08-14;13;1002900;77146,15384615384
3002;2019-08-15;19;1665924;87680,21052631579
3003;2019-08-16;16;1558007;97375,4375
3004;2019-08-17;5;451022;90204,4
3005;2019-08-18;11;1320972;120088,36363636363
3006;2019-08-19;14;1684699;120335,64285714286
3007;2019-08-20;14;1098457;78461,21428571429
3008;2019-08-21;23;1758111;76439,60869565218
3009;2019-08-22;10;629031;62903,1
3010;2019-08-23;27;2217608;82133,62962962964
3011;2019-08-24;10;929556;92955,6
3012;2019-08-25;19;1430770;75303,68421052632
3013;2019-08-26;13;1090652;83896,30769230769
3014;2019-08-27;16;1337859;83616,1875
3015;2019-08-28;16;1674551;104659,4375
3016;2019-08-29;10;883514;88351,4
3017;2019-08-30;20;1327016;66350,8
3018;2019-08-31;22;1349531;61342,318181818184
3019;2019-09-01;12;963918;80326,5
3020;2019-09-02;18;1209216;67178,66666666667
3021;2019-09-03;14;1171092;83649,42857142857
3022;2019-09-04;16;1038667;64916,6875
3023;2019-09-05;17;1102819;64871,705882352944
3024;2019-09-06;23;1497843;65123,608695652176
3025;2019-09-07;16;1371816;85738,5
3026;2019-09-08;8;622843;77855,375
3027;2019-09-09;25;1605190;64207,6
3028;2019-09-10;19;1343693;70720,68421052632
3029;2019-09-11;18;1489654;82758,55555555556
3030;2019-09-12;8;654863;81857,875
3031;2019-09-13;9;809716;89968,44444444444
3032;2019-09-14;13;1256061;96620,07692307692
3033;2019-09-15;16;1335175;83448,4375
3034;2019-09-16;27;1920942;71146,0
3035;2019-09-17;7;548976;78425,14285714286
3036;2019-09-18;19;1429240;75223,15789473684
3037;2019-09-19;7;628680;89811,42857142857
3038;2019-09-20;7;653163;93309,0
3039;2019-09-21;19;1301628;68506,73684210527
3040;2019-09-22;16;1570439;98152,4375
3041;2019-09-23;10;1072440;107244,0
3042;2019-09-24;19;1940340;102123,15789473684
3043;2019-09-25;18;1521634;84535,22222222222
3044;2019-09-26;21;1510283;71918,23809523809
3045;2019-09-27;16;1870737;116921,0625
3046;2019-09-28;13;1766335;135871,92307692306
3047;2019-09-29;23;1801873;78342,30434782608
3048;2019-09-30;23;2328477;101238,13043478261
3049;2019-10-01;15;1821048;121403,2
3050;2019-10-02;18;2355636;130868,66666666667
3051;2019-10-03;35;2865694;81876,97142857143
3052;2019-10-04;34;2677310;78744,41176470589
3053;2019-10-05;18;1792539;99585,5
3054;2019-10-06;23;2194261;95402,65217391304
3055;2019-10-07;21;1645165;78341,19047619047
3056;2019-10-08;28;2069698;73917,78571428571
3057;2019-10-09;31;2334333;75301,06451612903
3058;2019-10-10;18;1608419;89356,61111111111
3059;2019-10-11;23;1436326;62448,95652173913
3060;2019-10-12;14;1214425;86744,64285714286
3061;2019-10-13;20;1797002;89850,1
3062;2019-10-14;32;2611166;81598,9375
3063;2019-10-15;16;1419717;88732,3125
3064;2019-10-16;23;2776034;120697,13043478261
3065;2019-10-17;14;1442294;103021,0
3066;2019-10-18;17;1521909;89524,05882352941
3067;2019-10-19;22;1695843;77083,77272727272
3068;2019-10-20;16;1198445;74902,8125
3069;2019-10-21;7;541137;77305,28571428571
3070;2019-10-22;16;1252160;78260,0
3071;2019-10-23;20;1571049;78552,45
3072;2019-10-24;5;539540;107908,0
3073;2019-10-25;20;1575493;78774,65
3074;2019-10-26;22;2346698;106668,09090909091
3075;2019-10-27;4;568000;142000,0
3076;2019-10-28;9;1477032;164114,66666666666
3077;2019-10-29;13;1390893;106991,76923076923
3078;2019-10-30;23;2254551;98023,95652173914
3079;2019-10-31;20;1718251;85912,55
3080;2019-11-01;21;2199557;104740,80952380953
3081;2019-11-02;8;701724;87715,5
3082;2019-11-03;28;2127744;75990,85714285714
3083;2019-11-04;14;1390160;99297,14285714286
3084;2019-11-05;20;1556057;77802,85
3085;2019-11-06;14;1155884;82563,14285714286
3086;2019-11-07;13;1352136;104010,46153846153
3087;2019-11-08;2;176180;88090,0
3088;2019-11-09;24;1903091;79295,45833333333
3089;2019-11-10;10;696600;69660,0
3090;2019-11-11;19;1768673;93088,05263157895
3091;2019-11-12;12;1029398;85783,16666666667
3092;2019-11-13;10;853197;85319,7
3093;2019-11-14;15;1222866;81524,4
3094;2019-11-15;18;1593014;88500,77777777778
3095;2019-11-16;13;962081;74006,23076923077
3096;2019-11-17;33;2005692;60778,545454545456
3097;2019-11-18;12;1127450;93954,16666666667
3098;2019-11-19;7;748650;106950,0
3099;2019-11-20;17;1451039;85355,23529411765
3100;2019-11-21;24;1826728;76113,66666666667
3101;2019-11-22;9;800511;88945,66666666667
3102;2019-11-23;14;1065155;76082,5
3103;2019-11-24;18;1431294;79516,33333333333
3104;2019-11-25;8;764131;95516,375
3105;2019-11-26;11;1024480;93134,54545454546
3106;2019-11-27;5;1453630;290726,0
3107;2019-11-28;3;771383;257127,66666666666
3108;2019-11-29;1;242100;242100,0
3109;2019-11-30;10;752258;75225,8
3110;2019-12-01;3;259192;86397,33333333333
3111;2019-12-02;27;2210802;81881,55555555556
3112;2019-12-03;4;418112;104528,0
3113;2019-12-04;9;793401;88155,66666666667
3114;2019-12-05;11;1537796;139799,63636363635
3115;2019-12-06;19;1611035;84791,31578947368
3116;2019-12-07;13;1075199;82707,61538461539
3117;2019-12-08;24;1782607;74275,29166666667
3118;2019-12-09;5;444505;88901,0
3119;2019-12-10;18;1721088;95616,0
3120;2019-12-11;8;672516;84064,5
3121;2019-12-12;28;2047533;73126,17857142857
3122;2019-12-13;18;2090442;116135,66666666667
3123;2019-12-14;20;1713995;85699,75
3124;2019-12-15;20;1519526;75976,3
3125;2019-12-16;11;956443;86949,36363636363
3126;2019-12-17;20;1668319;83415,95
3127;2019-12-18;21;2485772;118370,09523809524
3128;2019-12-19;19;2374288;124962,52631578948
3129;2019-12-20;33;2923012;88576,12121212122
3130;2019-12-21;4;542862;135715,5
3131;2019-12-22;3;485825;161941,66666666666
3132;2019-12-23;9;1051844;116871,55555555556
3133;2019-12-24;9;801706;89078,44444444444
3134;2019-12-25;7;1506618;215231,14285714287
3135;2019-12-26;16;1707933;106745,8125
3136;2019-12-27;20;1717413;85870,65
3137;2019-12-28;8;911735;113966,875
3138;2019-12-29;3;488327;162775,66666666666
3139;2019-12-30;3;447920;149306,66666666666
3140;2019-12-31;27;3490976;129295,4074074074
3141;2020-01-01;5;409068;81813,6
3142;2020-01-02;5;1411502;282300,4
3143;2020-01-03;10;1592652;159265,2
3144;2020-01-04;7;2706770;386681,4285714286
3145;2020-01-05;1;445949;445949,0
3146;2020-01-06;9;1628386;180931,77777777778
3147;2020-01-07;4;1504349;376087,25
3148;2020-01-09;19;2759383;145230,68421052632
3149;2020-01-10;10;940650;94065,0
3150;2020-01-11;14;2667677;190548,35714285713
3151;2020-01-12;23;2805588;121982,08695652174
3152;2020-01-13;11;1893194;172108,54545454544
3153;2020-01-14;11;1375919;125083,54545454546
3154;2020-01-15;3;422945;140981,66666666666
3155;2020-01-16;11;1673660;152150,9090909091
3156;2020-01-17;16;1951570;121973,125
3157;2020-01-18;12;1657102;138091,83333333334
3158;2020-01-19;6;897357;149559,5
3159;2020-01-20;18;2461489;136749,38888888888
3160;2020-01-21;3;440716;146905,33333333334
3161;2020-01-22;17;1422484;83675,5294117647
3162;2020-01-23;28;2803836;100137,0
3163;2020-01-24;18;1786906;99272,55555555556
3164;2020-01-25;18;1626079;90337,72222222222
3165;2020-01-26;22;3153470;143339,54545454544
3166;2020-01-27;14;1263798;90271,28571428571
3167;2020-01-28;18;1763514;97973,0
3168;2020-01-29;21;2215719;105510,42857142857
3169;2020-01-30;20;1634849;81742,45
3170;2020-01-31;5;882718;176543,6
3171;2020-02-01;12;1338397;111533,08333333333
3172;2020-02-02;7;1331218;190174,0
3173;2020-02-03;10;1415906;141590,6
3174;2020-02-04;8;1291044;161380,5
3175;2020-02-05;9;2381827;264647,44444444444
3176;2020-02-06;7;952285;136040,7142857143
3177;2020-02-07;19;2034313;107069,1052631579
3178;2020-02-08;19;2068837;108886,15789473684
3179;2020-02-09;18;2006140;111452,22222222222
3180;2020-02-10;12;1571753;130979,41666666667
3181;2020-02-11;20;2167021;108351,05
3182;2020-02-12;16;1528514;95532,125
3183;2020-02-13;8;1149662;143707,75
3184;2020-02-14;18;1478457;82136,5
3185;2020-02-15;9;883599;98177,66666666667
3186;2020-02-16;3;729200;243066,66666666666
3187;2020-02-17;8;1448758;181094,75
3188;2020-02-18;23;1651355;71798,04347826086
3189;2020-02-19;15;1433541;95569,4
3190;2020-02-20;18;1667394;92633,0
3191;2020-02-21;17;1315730;77395,88235294117
3192;2020-02-22;8;972550;121568,75
3193;2020-02-23;9;1331682;147964,66666666666
3194;2020-02-24;16;1871790;116986,875
3195;2020-02-25;10;936755;93675,5
3196;2020-02-26;18;1346446;74802,55555555556
3197;2020-02-27;9;995228;110580,88888888889
3198;2020-02-28;19;1618850;85202,63157894737
3199;2020-02-29;12;1099232;91602,66666666667
3200;2020-03-01;17;1472773;86633,70588235294
3201;2020-03-02;22;1829525;83160,22727272728
3202;2020-03-03;29;1991220;68662,75862068965
3203;2020-03-04;22;2178065;99002,95454545454
3204;2020-03-05;21;2154774;102608,28571428571
3205;2020-03-06;12;1114197;92849,75
3206;2020-03-07;5;527521;105504,2
3207;2020-03-08;3;592850;197616,66666666666
3208;2020-03-09;20;2300998;115049,9
3209;2020-03-10;24;1901272;79219,66666666667
3210;2020-03-11;13;1731067;133159,0
3211;2020-03-12;10;1130726;113072,6
3212;2020-03-13;16;2380797;148799,8125
3213;2020-03-14;14;2338458;167032,7142857143
3214;2020-03-15;16;2238071;139879,4375
3215;2020-03-16;10;1989720;198972,0
3216;2020-03-17;5;1183239;236647,8
3217;2020-03-18;16;2912042;182002,625
3218;2020-03-19;8;1153433;144179,125
3219;2020-03-20;4;418535;104633,75
3220;2020-03-21;10;1449180;144918,0
3221;2020-03-22;11;1773676;161243,27272727274
3222;2020-03-23;15;2366377;157758,46666666667
3223;2020-03-24;15;1798327;119888,46666666666
3224;2020-03-25;14;2607028;186216,2857142857
3225;2020-03-26;4;617683;154420,75
3226;2020-03-27;23;2704674;117594,52173913043
3227;2020-03-28;9;1377994;153110,44444444444
3228;2020-03-29;18;2337604;129866,88888888889
3229;2020-03-30;8;1083229;135403,625
3230;2020-03-31;12;1478303;123191,91666666667
3231;2020-04-01;2;570550;285275,0
3232;2020-04-02;11;1385699;125972,63636363637
3233;2020-04-03;6;550444;91740,66666666667
3234;2020-04-04;16;1917411;119838,1875
3235;2020-04-05;9;1100878;122319,77777777778
3236;2020-04-06;16;2360557;147534,8125
3237;2020-04-07;9;1336106;148456,22222222222
3238;2020-04-08;16;3009093;188068,3125
3239;2020-04-09;9;1389565;154396,11111111112
3240;2020-04-10;11;2218583;201689,36363636365
3241;2020-04-11;18;2451820;136212,22222222222
3242;2020-04-12;21;3885057;185002,7142857143
3243;2020-04-13;11;1565259;142296,27272727274
3244;2020-04-14;8;1419719;177464,875
3245;2020-04-15;5;613531;122706,2
3246;2020-04-16;7;1738119;248302,7142857143
3247;2020-04-17;19;3346956;176155,57894736843
3248;2020-04-18;15;1610119;107341,26666666666
3249;2020-04-19;10;1521683;152168,3
3250;2020-04-20;13;2076236;159710,46153846153
3251;2020-04-21;10;1720613;172061,3
3252;2020-04-22;9;1696933;188548,11111111112
3253;2020-04-23;26;1627823;62608,57692307692
3254;2020-04-24;12;1498811;124900,91666666667
3255;2020-04-25;14;2560951;182925,07142857142
3256;2020-04-26;16;2411945;150746,5625
3257;2020-04-27;7;1589666;227095,14285714287
3258;2020-04-28;9;1444199;160466,55555555556
3259;2020-04-29;12;1330170;110847,5
3260;2020-04-30;16;1823849;113990,5625
3261;2020-05-01;13;1396832;107448,61538461539
3262;2020-05-02;18;2062980;114610,0
3263;2020-05-03;20;2410832;120541,6
3264;2020-05-04;13;1706898;131299,84615384616
3265;2020-05-05;16;1935893;120993,3125
3266;2020-05-06;6;768563;128093,83333333333
3267;2020-05-07;6;721754;120292,33333333333
3268;2020-05-08;11;1340751;121886,45454545454
3269;2020-05-09;17;1663072;97827,76470588235
3270;2020-05-10;21;2926575;139360,7142857143
3271;2020-05-11;23;2700970;117433,47826086957
3272;2020-05-12;27;3418953;126627,88888888889
3273;2020-05-13;11;2178971;198088,27272727274
3274;2020-05-14;17;2256040;132708,23529411765
3275;2020-05-15;13;1868304;143715,6923076923
3276;2020-05-16;24;2975248;123968,66666666667
3277;2020-05-17;24;2790902;116287,58333333333
3278;2020-05-18;24;3171617;132150,70833333334
3279;2020-05-19;16;1219522;76220,125
3280;2020-05-20;21;2884095;137337,85714285713
3281;2020-05-21;20;2232579;111628,95
3282;2020-05-22;25;1373312;54932,48
3283;2020-05-23;18;1996329;110907,16666666667
3284;2020-05-24;21;2931460;139593,33333333334
3285;2020-05-25;16;2121348;132584,25
3286;2020-05-26;20;2866853;143342,65
3287;2020-05-27;22;3881056;176411,63636363635
3288;2020-05-28;30;3774662;125822,06666666667
3289;2020-05-29;10;3229339;322933,9
3290;2020-05-30;17;3665870;215639,41176470587
3291;2020-05-31;9;3688335;409815,0
3292;2020-06-01;14;3161052;225789,42857142858
3293;2020-06-02;35;6019474;171984,9714285714
3294;2020-06-03;22;3287318;149423,54545454544
3295;2020-06-04;38;5746303;151218,5
3296;2020-06-05;37;4288482;115904,91891891892
3297;2020-06-06;7;1797276;256753,7142857143
3298;2020-06-07;29;3868735;133404,6551724138
3299;2020-06-08;13;2495079;191929,15384615384
3300;2020-06-09;22;3637465;165339,31818181818
3301;2020-06-10;17;2776957;163350,41176470587
3302;2020-06-11;22;2777933;126269,68181818182
3303;2020-06-12;16;1722452;107653,25
3304;2020-06-13;19;2656178;139798,84210526315
3305;2020-06-14;7;1795436;256490,85714285713
3306;2020-06-15;8;1869976;233747,0
3307;2020-06-16;8;1247710;155963,75
3308;2020-06-17;5;272495;54499,0
