,date,future,subgroup,approve_estimate,approve_hi,approve_lo,disapprove_estimate,disapprove_hi,disapprove_lo
772,2017-10-07,False,All polls,38.13292,42.81899,33.44685,56.40413,61.24431,51.56394
773,2017-10-07,False,Voters,40.17117,44.48967,35.85266,55.22769,59.33171,51.12367
774,2017-10-08,False,Adults,37.14746,41.21215,33.08276,57.21674,62.46442,51.96906
775,2017-10-08,False,All polls,38.10051,42.81056,33.39046,56.43702,61.29832,51.57572
776,2017-10-08,False,Voters,40.17117,44.48967,35.85266,55.22769,59.33171,51.12367
777,2017-10-09,False,Adults,37.08799,41.16768,33.0083,57.10312,62.35505,51.8512
778,2017-10-09,False,All polls,38.02188,42.73129,33.31248,56.38805,61.22114,51.55496
779,2017-10-09,False,Voters,40.09864,44.44193,35.75536,55.25847,59.37949,51.13745
780,2017-10-10,False,Adults,36.52134,40.70203,32.34066,57.44492,62.79613,52.0937
781,2017-10-10,False,All polls,37.45793,42.27483,32.64103,56.69799,61.66857,51.72741
782,2017-10-10,False,Voters,40.01473,44.3416,35.68786,55.25956,59.37972,51.1394
783,2017-10-11,False,Adults,36.47693,40.54764,32.40623,56.94599,62.31004,51.58194
784,2017-10-11,False,All polls,37.7519,42.36158,33.14222,56.08387,60.84902,51.31871
785,2017-10-11,False,Voters,40.12806,44.28343,35.97269,54.69553,58.60228,50.78879
786,2017-10-12,False,Adults,36.62103,40.75443,32.48763,56.89503,62.17796,51.61209
787,2017-10-12,False,All polls,37.85408,42.50036,33.20779,56.02977,60.74846,51.31108
788,2017-10-12,False,Voters,40.22272,44.41026,36.03518,54.57459,58.44459,50.70459
789,2017-10-13,False,Adults,36.56348,40.58036,32.5466,56.99356,62.16754,51.81957
790,2017-10-13,False,All polls,37.6958,42.24862,33.14298,56.14555,60.83664,51.45445
791,2017-10-13,False,Voters,39.6197,43.8368,35.4026,55.18693,59.32934,51.04452
792,2017-10-14,False,Adults,36.65332,40.60168,32.70496,56.59665,61.65913,51.53416
793,2017-10-14,False,All polls,37.62886,42.14088,33.11685,55.9846,60.64174,51.32746
794,2017-10-14,False,Voters,39.6197,43.8368,35.4026,55.18693,59.32934,51.04452
795,2017-10-15,False,Adults,36.70586,40.65996,32.75177,56.55759,61.62766,51.48751
796,2017-10-15,False,All polls,37.66046,42.1819,33.13901,55.95942,60.62894,51.28989
797,2017-10-15,False,Voters,39.6197,43.8368,35.4026,55.18693,59.32934,51.04452
798,2017-10-16,False,Adults,36.59012,40.53949,32.64075,56.77091,61.87854,51.66328
799,2017-10-16,False,All polls,38.14785,42.92557,33.37013,55.5671,60.46063,50.67356
800,2017-10-16,False,Voters,40.2318,44.60351,35.86009,54.40153,58.94375,49.8593
801,2017-10-17,False,Adults,36.73927,40.47601,33.00253,56.83446,61.62724,52.04168
802,2017-10-17,False,All polls,37.98654,42.53926,33.43382,55.80103,60.53177,51.07029
803,2017-10-17,False,Voters,39.582,43.78059,35.38341,55.04752,59.46874,50.62631
804,2017-10-18,False,Adults,36.74679,40.39061,33.10298,56.59354,61.50909,51.67799
805,2017-10-18,False,All polls,38.07331,42.73254,33.41408,55.5466,60.36487,50.72834
806,2017-10-18,False,Voters,39.87877,44.08759,35.66994,54.70084,59.13977,50.26191
807,2017-10-19,False,Adults,36.88713,40.35565,33.41861,56.65256,61.34747,51.95765
808,2017-10-19,False,All polls,37.96664,42.42966,33.50361,55.79045,60.46689,51.11402
809,2017-10-19,False,Voters,39.58765,43.69738,35.47793,54.8556,59.21457,50.49662
810,2017-10-20,False,Adults,36.69792,40.13217,33.26366,57.0166,61.69907,52.33413
811,2017-10-20,False,All polls,37.84346,42.34471,33.3422,56.00579,60.71263,51.29896
812,2017-10-20,False,Voters,39.44123,43.58607,35.29639,55.12551,59.55941,50.69162
813,2017-10-21,False,Adults,36.73466,40.14734,33.32198,56.97978,61.64387,52.3157
814,2017-10-21,False,All polls,37.86096,42.36507,33.35685,55.98836,60.69853,51.27818
815,2017-10-21,False,Voters,39.44123,43.58607,35.29639,55.12551,59.55941,50.69162
816,2017-10-22,False,Adults,36.73022,40.14434,33.3161,56.91251,61.54598,52.27905
817,2017-10-22,False,All polls,37.85255,42.3642,33.34089,55.94585,60.64472,51.24699
818,2017-10-22,False,Voters,39.44123,43.58607,35.29639,55.12551,59.55941,50.69162
819,2017-10-23,False,Adults,36.40454,39.91741,32.89167,57.09264,61.75982,52.42546
820,2017-10-23,False,All polls,37.48936,42.06797,32.91075,56.38719,61.0635,51.71088
821,2017-10-23,False,Voters,39.28416,43.3776,35.19071,55.52995,60.00792,51.05198
822,2017-10-24,False,Adults,35.93237,39.38079,32.48395,57.62141,62.24105,53.00177
823,2017-10-24,False,All polls,37.1561,41.78599,32.52621,56.73306,61.40689,52.05923
824,2017-10-24,False,Voters,38.9423,43.13006,34.75453,55.83633,60.3097,51.36296
825,2017-10-25,False,Adults,36.098,39.48586,32.71013,57.4499,62.15436,52.74545
826,2017-10-25,False,All polls,37.07568,41.50466,32.6467,56.91793,61.44345,52.39241
827,2017-10-25,False,Voters,38.67745,42.68204,34.67285,56.31491,60.51158,52.11824
828,2017-10-26,False,Adults,36.19252,39.63343,32.75162,57.42849,62.08479,52.77219
829,2017-10-26,False,All polls,37.46911,42.05527,32.88294,56.71981,61.22549,52.21413
830,2017-10-26,False,Voters,39.07314,43.17662,34.96965,56.0741,60.26413,51.88408
831,2017-10-27,False,Adults,36.12577,39.48451,32.76704,57.31348,62.16035,52.4666
832,2017-10-27,False,All polls,37.30399,41.85652,32.75145,56.69308,61.30756,52.07861
833,2017-10-27,False,Voters,38.7843,42.95199,34.6166,56.29276,60.53031,52.05521
834,2017-10-28,False,Adults,36.12514,39.49284,32.75744,57.38434,62.2604,52.50828
835,2017-10-28,False,All polls,37.29323,41.86818,32.71828,56.74607,61.39561,52.09653
836,2017-10-28,False,Voters,38.7843,42.95199,34.6166,56.29276,60.53031,52.05521
837,2017-10-29,False,Adults,36.28357,39.66254,32.9046,57.75093,62.47608,53.02577
838,2017-10-29,False,All polls,37.26856,41.76267,32.77445,57.08418,61.68118,52.48719
839,2017-10-29,False,Voters,38.7843,42.95199,34.6166,56.29276,60.53031,52.05521
840,2017-10-30,False,Adults,36.08981,39.60581,32.5738,57.94589,62.78593,53.10584
841,2017-10-30,False,All polls,37.26442,42.03175,32.49708,57.09366,61.82941,52.35792
842,2017-10-30,False,Voters,38.96075,43.36547,34.55602,56.08945,60.45528,51.72363
843,2017-10-31,False,Adults,36.13458,39.5146,32.75456,58.07021,62.80627,53.33414
844,2017-10-31,False,All polls,37.24255,41.83614,32.64895,57.15416,61.77101,52.5373
845,2017-10-31,False,Voters,38.73505,43.0513,34.4188,56.16645,60.4187,51.9142
846,2017-11-01,False,Adults,36.73897,40.30959,33.16835,57.62163,62.53848,52.70478
847,2017-11-01,False,All polls,37.75723,42.39159,33.12287,56.76285,61.45495,52.07076
848,2017-11-01,False,Voters,39.45043,43.836,35.06485,55.40435,59.82651,50.98219
849,2017-11-02,False,Adults,37.38071,41.12535,33.63607,56.87278,61.39518,52.35038
850,2017-11-02,False,All polls,37.97559,42.52827,33.4229,56.40167,60.83871,51.96463
851,2017-11-02,False,Voters,39.50467,43.86527,35.14406,55.37743,59.75625,50.99862
852,2017-11-03,False,Adults,37.21225,40.93717,33.48733,57.17183,61.87044,52.47322
853,2017-11-03,False,All polls,37.8332,42.36376,33.30264,56.58921,61.17087,52.00755
854,2017-11-03,False,Voters,38.97559,43.54144,34.40973,55.98032,60.71075,51.24989
855,2017-11-04,False,Adults,37.28839,41.04158,33.5352,57.03854,61.75187,52.32521
856,2017-11-04,False,All polls,37.88012,42.41156,33.34868,56.50428,61.09159,51.91697
857,2017-11-04,False,Voters,38.97559,43.54144,34.40973,55.98032,60.71075,51.24989
858,2017-11-05,False,Adults,37.24062,40.8525,33.62873,57.23222,61.81281,52.65163
859,2017-11-05,False,All polls,37.78851,42.21611,33.3609,56.69604,61.22639,52.16568
860,2017-11-05,False,Voters,38.76653,43.22218,34.31088,56.29507,60.87656,51.71358
861,2017-11-06,False,Adults,37.05696,40.61347,33.50045,57.29476,61.77695,52.81256
862,2017-11-06,False,All polls,37.69767,42.14056,33.25479,56.73272,61.18445,52.28099
863,2017-11-06,False,Voters,38.76372,43.27574,34.25169,56.23228,60.76165,51.70292
864,2017-11-07,False,Adults,36.89015,40.30651,33.47379,57.34779,61.59307,53.1025
865,2017-11-07,False,All polls,37.55069,41.86052,33.24086,56.80687,61.07893,52.53482
866,2017-11-07,False,Voters,38.78378,43.07478,34.49278,56.08299,60.33978,51.8262
867,2017-11-08,False,Adults,36.9847,40.33656,33.63285,57.10672,61.39174,52.8217
868,2017-11-08,False,All polls,37.58189,41.81385,33.34994,56.68189,60.93145,52.43234
869,2017-11-08,False,Voters,38.78871,42.96696,34.61046,56.07062,60.23169,51.90955
870,2017-11-09,False,Adults,36.87565,40.35596,33.39534,57.20075,61.39975,53.00176
871,2017-11-09,False,All polls,37.65916,42.07094,33.24738,56.5921,60.90161,52.28259
872,2017-11-09,False,Voters,38.82508,43.16136,34.4888,56.00803,60.37885,51.63721
873,2017-11-10,False,Adults,37.11195,40.57419,33.6497,56.54761,61.41397,51.68124
874,2017-11-10,False,All polls,37.85893,42.279,33.43886,56.11641,60.87601,51.3568
875,2017-11-10,False,Voters,38.91225,43.31968,34.50483,55.91314,60.30188,51.52439
876,2017-11-11,False,Adults,37.19261,40.67566,33.70955,56.49899,61.37941,51.61858
877,2017-11-11,False,All polls,37.91284,42.33805,33.48764,56.08043,60.84921,51.31165
878,2017-11-11,False,Voters,38.91225,43.31968,34.50483,55.91314,60.30188,51.52439
879,2017-11-12,False,Adults,37.29921,40.83548,33.76295,56.3454,61.25752,51.43328
880,2017-11-12,False,All polls,37.98497,42.4199,33.55003,55.9723,60.75954,51.18506
881,2017-11-12,False,Voters,38.91225,43.31968,34.50483,55.91314,60.30188,51.52439
882,2017-11-13,False,Adults,37.26438,40.80128,33.72747,56.38675,61.30583,51.46766
883,2017-11-13,False,All polls,38.07273,42.68018,33.46527,55.89657,60.70871,51.08443
884,2017-11-13,False,Voters,39.11507,43.75508,34.47506,55.69787,60.18501,51.21073
885,2017-11-14,False,Adults,37.54153,40.96108,34.12197,56.23203,61.02762,51.43644
886,2017-11-14,False,All polls,38.05358,42.36156,33.7456,55.78141,60.36355,51.19926
887,2017-11-14,False,Voters,38.96594,43.43122,34.50066,55.51689,59.64754,51.38624
888,2017-11-15,False,Adults,37.50333,41.1248,33.88186,56.09998,60.62872,51.57123
889,2017-11-15,False,All polls,38.08255,42.49938,33.66573,55.61642,60.02238,51.21045
890,2017-11-15,False,Voters,39.02678,43.52971,34.52385,55.44995,59.54884,51.35107
891,2017-11-16,False,Adults,37.56749,41.25379,33.8812,56.05001,60.54091,51.55912
892,2017-11-16,False,All polls,38.12582,42.58415,33.66749,55.66437,60.01311,51.31562
893,2017-11-16,False,Voters,39.17174,43.72211,34.62136,55.44165,59.49014,51.39315
894,2017-11-17,False,Adults,37.49475,41.12764,33.86187,55.80109,60.26508,51.3371
895,2017-11-17,False,All polls,38.07958,42.49039,33.66876,55.4835,59.79652,51.17048
896,2017-11-17,False,Voters,39.28837,43.77735,34.7994,55.46194,59.46125,51.46262
897,2017-11-18,False,Adults,37.66021,41.32718,33.99324,55.76469,60.22801,51.30137
898,2017-11-18,False,All polls,38.19148,42.61405,33.76891,55.45759,59.77378,51.1414
899,2017-11-18,False,Voters,39.28837,43.77735,34.7994,55.46194,59.46125,51.46262
900,2017-11-19,False,Adults,37.64998,41.31887,33.98109,55.8158,60.27929,51.3523
901,2017-11-19,False,All polls,38.1493,42.56184,33.73676,55.70245,60.02735,51.37754
902,2017-11-19,False,Voters,39.22339,43.62117,34.82561,55.75001,59.75269,51.74733
903,2017-11-20,False,Adults,37.67971,41.36098,33.99844,55.82434,60.27885,51.36983
904,2017-11-20,False,All polls,38.11539,42.51321,33.71758,55.75067,60.06194,51.43939
905,2017-11-20,False,Voters,39.11744,43.54091,34.69396,55.79084,59.82341,51.75828
906,2017-11-21,False,Adults,37.27388,40.85829,33.68948,56.78977,61.24873,52.33081
907,2017-11-21,False,All polls,38.16841,42.40234,33.93447,56.02618,60.28223,51.77013
908,2017-11-21,False,Voters,39.89044,44.09651,35.68438,55.191,59.12326,51.25874
909,2017-11-22,False,Adults,37.46259,40.92633,33.99884,56.36794,61.05016,51.68571
910,2017-11-22,False,All polls,38.41062,42.75452,34.06672,55.54749,60.09285,51.00213
911,2017-11-22,False,Voters,40.0748,44.33574,35.81387,54.76105,58.96188,50.56023
912,2017-11-23,False,Adults,37.49094,40.94191,34.03998,56.29383,60.95646,51.6312
913,2017-11-23,False,All polls,38.42519,42.75566,34.09473,55.50383,60.03542,50.97224
914,2017-11-23,False,Voters,40.0748,44.33574,35.81387,54.76105,58.96188,50.56023
915,2017-11-24,False,Adults,37.49094,40.94191,34.03998,56.29383,60.95646,51.6312
916,2017-11-24,False,All polls,38.42519,42.75566,34.09473,55.50383,60.03542,50.97224
917,2017-11-24,False,Voters,40.0748,44.33574,35.81387,54.76105,58.96188,50.56023
918,2017-11-25,False,Adults,37.52008,40.99286,34.0473,56.21497,60.93591,51.49404
919,2017-11-25,False,All polls,38.44119,42.79749,34.08489,55.45301,60.03166,50.87435
920,2017-11-25,False,Voters,40.0748,44.33574,35.81387,54.76105,58.96188,50.56023
921,2017-11-26,False,Adults,37.45581,40.93557,33.97606,56.34441,61.08575,51.60306
922,2017-11-26,False,All polls,38.39222,42.77029,34.01414,55.54683,60.15193,50.94173
923,2017-11-26,False,Voters,40.0748,44.33574,35.81387,54.76105,58.96188,50.56023
924,2017-11-27,False,Adults,37.45752,40.94758,33.96746,56.33474,61.08239,51.58708
925,2017-11-27,False,All polls,38.3837,42.81887,33.94852,55.51948,60.09151,50.94745
926,2017-11-27,False,Voters,40.05172,44.42881,35.67463,54.71221,58.98969,50.43472
927,2017-11-28,False,Adults,37.3322,40.77054,33.89386,56.39901,61.09468,51.70334
928,2017-11-28,False,All polls,38.24538,42.61953,33.87123,55.60558,60.14755,51.0636
929,2017-11-28,False,Voters,39.71597,44.08185,35.35008,55.04973,59.42147,50.67798
930,2017-11-29,False,Adults,37.72719,41.0411,34.41329,56.1861,60.68507,51.68713
931,2017-11-29,False,All polls,38.42575,42.58271,34.2688,55.55772,59.93708,51.17836
932,2017-11-29,False,Voters,40.27305,44.39616,36.14995,54.68724,58.86496,50.50953
933,2017-11-30,False,Adults,37.37271,40.76131,33.98411,56.45746,61.06138,51.85354
934,2017-11-30,False,All polls,38.16322,42.35735,33.96909,55.75873,60.2225,51.29496
935,2017-11-30,False,Voters,40.03595,44.06927,36.00263,54.90004,59.12446,50.67563
936,2017-12-01,False,Adults,37.08066,40.51703,33.64429,56.67411,61.24419,52.10403
937,2017-12-01,False,All polls,38.00967,42.33422,33.68511,55.9007,60.35528,51.44611
938,2017-12-01,False,Voters,40.03389,44.08035,35.98742,54.96639,59.13824,50.79454
939,2017-12-02,False,Adults,36.94333,40.54791,33.33874,56.88067,61.63329,52.12805
940,2017-12-02,False,All polls,37.90633,42.34116,33.47151,56.05219,60.66449,51.43988
941,2017-12-02,False,Voters,40.03389,44.08035,35.98742,54.96639,59.13824,50.79454
942,2017-12-03,False,Adults,36.93871,40.54438,33.33304,56.9087,61.67534,52.14207
943,2017-12-03,False,All polls,37.89624,42.34225,33.45023,56.08004,60.71577,51.44431
944,2017-12-03,False,Voters,40.03389,44.08035,35.98742,54.96639,59.13824,50.79454
945,2017-12-04,False,Adults,36.96822,40.55458,33.38185,56.90294,61.66179,52.1441
946,2017-12-04,False,All polls,37.86093,42.2491,33.47276,56.09463,60.70168,51.48758
947,2017-12-04,False,Voters,39.90506,43.90241,35.90772,55.0077,59.20808,50.80733
948,2017-12-05,False,Adults,37.34743,41.00904,33.68581,56.66071,61.26614,52.05529
949,2017-12-05,False,All polls,37.90712,42.27509,33.53914,56.05267,60.41055,51.69479
950,2017-12-05,False,Voters,39.69933,44.27053,35.12812,54.95476,58.91797,50.99154
951,2017-12-06,False,Adults,37.17609,40.67321,33.67897,56.25414,61.24754,51.26074
952,2017-12-06,False,All polls,37.84785,42.35403,33.34167,55.80183,60.53749,51.06617
953,2017-12-06,False,Voters,40.18172,44.876,35.48743,54.5077,58.80473,50.21067
954,2017-12-07,False,Adults,36.42162,40.21066,32.63258,57.0158,62.0655,51.96611
955,2017-12-07,False,All polls,37.27071,41.92155,32.61987,56.42054,61.28671,51.55438
956,2017-12-07,False,Voters,39.37215,44.43501,34.3093,55.45115,60.17642,50.72587
957,2017-12-08,False,Adults,36.52957,40.34542,32.71372,56.96902,62.01908,51.91897
958,2017-12-08,False,All polls,37.28476,41.90453,32.66499,56.4149,61.26764,51.56216
959,2017-12-08,False,Voters,39.24728,44.29839,34.19617,55.49886,60.23919,50.75853
960,2017-12-09,False,Adults,36.50823,40.32417,32.69229,56.97471,62.03435,51.91507
961,2017-12-09,False,All polls,37.26849,41.89824,32.63873,56.41706,61.28215,51.55198
962,2017-12-09,False,Voters,39.24728,44.29839,34.19617,55.49886,60.23919,50.75853
963,2017-12-10,False,Adults,36.33047,40.0551,32.60583,57.33792,62.36638,52.30947
964,2017-12-10,False,All polls,37.12042,41.69753,32.54332,56.69955,61.57387,51.82524
965,2017-12-10,False,Voters,39.03798,43.97707,34.09888,55.87618,60.59116,51.16121
966,2017-12-11,False,Adults,36.2524,40.00078,32.50401,57.43421,62.4935,52.37493
967,2017-12-11,False,All polls,37.07095,41.68771,32.4542,56.75324,61.64172,51.86476
968,2017-12-11,False,Voters,39.00207,43.99907,34.00508,55.85435,60.61282,51.09588
969,2017-12-12,False,Adults,35.99963,39.58548,32.41379,57.93578,62.80088,53.07068
970,2017-12-12,False,All polls,37.17878,41.6306,32.72696,57.00034,61.66032,52.34037
971,2017-12-12,False,Voters,39.10435,43.67833,34.53038,55.95634,60.43566,51.47703
972,2017-12-13,False,Adults,35.46254,39.26604,31.65903,57.3914,62.29413,52.48867
973,2017-12-13,False,All polls,36.66145,41.23801,32.08489,56.84941,61.49991,52.19891
974,2017-12-13,False,Voters,38.08359,42.82822,33.33895,56.67448,61.04711,52.30185
975,2017-12-14,False,Adults,35.57671,39.45999,31.69342,57.35314,62.21434,52.49194
976,2017-12-14,False,All polls,37.07505,41.67421,32.47588,56.79411,61.32002,52.2682
977,2017-12-14,False,Voters,38.49307,43.12283,33.86332,56.5584,60.78818,52.32861
978,2017-12-15,False,Adults,34.9917,38.85859,31.12481,58.19014,63.64735,52.73292
979,2017-12-15,False,All polls,36.45856,41.09477,31.82236,57.43106,62.48951,52.37261
980,2017-12-15,False,Voters,38.28982,42.82446,33.75517,56.81938,61.05926,52.57949
981,2017-12-16,False,Adults,34.93087,38.82144,31.04029,58.28658,63.78065,52.7925
982,2017-12-16,False,All polls,36.40314,41.07541,31.73088,57.50006,62.59423,52.40588
983,2017-12-16,False,Voters,38.28982,42.82446,33.75517,56.81938,61.05926,52.57949
984,2017-12-17,False,Adults,35.97097,40.21576,31.72618,57.98541,63.31239,52.65843
985,2017-12-17,False,All polls,37.00387,41.72515,32.28259,57.35746,62.34027,52.37466
986,2017-12-17,False,Voters,38.28982,42.82446,33.75517,56.81938,61.05926,52.57949
987,2017-12-18,False,Adults,36.25013,40.72108,31.77917,57.28722,62.97261,51.60183
988,2017-12-18,False,All polls,37.21277,42.06018,32.36535,56.7984,62.05048,51.54631
989,2017-12-18,False,Voters,38.38718,43.00181,33.77255,56.61967,60.90336,52.33598
990,2017-12-19,False,Adults,35.93935,40.19051,31.68819,57.91428,63.36301,52.46555
991,2017-12-19,False,All polls,37.10143,41.74622,32.45663,57.38179,62.37889,52.38468
992,2017-12-19,False,Voters,38.20256,42.58469,33.82044,57.26283,61.38708,53.13858
993,2017-12-20,False,Adults,35.86745,40.16387,31.57104,57.55755,62.97956,52.13554
994,2017-12-20,False,All polls,37.20605,42.15113,32.26097,56.98474,61.99156,51.97792
995,2017-12-20,False,Voters,38.77604,43.37341,34.17867,56.78464,60.9945,52.57477
996,2017-12-21,False,Adults,35.77409,39.98901,31.55917,57.88775,63.29929,52.47622
997,2017-12-21,False,All polls,37.0453,41.94979,32.1408,57.23926,62.26624,52.21227
998,2017-12-21,False,Voters,38.74059,43.34423,34.13694,56.77304,60.98219,52.5639
999,2017-12-22,False,Adults,35.87907,40.07583,31.6823,57.76529,63.09438,52.43619
1000,2017-12-22,False,All polls,37.14611,42.04803,32.24418,57.08867,62.06757,52.10978
1001,2017-12-22,False,Voters,38.84623,43.48132,34.21114,56.60857,60.82695,52.39019
1002,2017-12-23,False,Adults,36.06482,40.29242,31.83723,57.65516,62.98712,52.3232
1003,2017-12-23,False,All polls,37.25974,42.16922,32.35025,57.0198,62.00357,52.03604
1004,2017-12-23,False,Voters,38.84623,43.48132,34.21114,56.60857,60.82695,52.39019
1005,2017-12-24,False,Adults,36.23244,40.50846,31.95642,57.44253,62.80125,52.08381
1006,2017-12-24,False,All polls,37.3656,42.29593,32.43528,56.87848,61.88215,51.8748
1007,2017-12-24,False,Voters,38.84623,43.48132,34.21114,56.60857,60.82695,52.39019
1008,2017-12-25,False,Adults,36.23244,40.50846,31.95642,57.44253,62.80125,52.08381
1009,2017-12-25,False,All polls,37.3656,42.29593,32.43528,56.87848,61.88215,51.8748
1010,2017-12-25,False,Voters,38.84623,43.48132,34.21114,56.60857,60.82695,52.39019
1011,2017-12-26,False,Adults,36.36728,40.52427,32.21029,57.42441,62.56409,52.28473
1012,2017-12-26,False,All polls,37.38361,42.19453,32.57268,56.89546,61.75955,52.03138
1013,2017-12-26,False,Voters,38.8737,43.41353,34.33386,56.64392,60.78534,52.50251
1014,2017-12-27,False,Adults,36.40348,40.55858,32.24838,57.36427,62.49175,52.23679
1015,2017-12-27,False,All polls,37.53883,42.5399,32.53776,56.67389,61.58022,51.76756
1016,2017-12-27,False,Voters,39.06779,43.80937,34.32621,56.30027,60.57754,52.02301
1017,2017-12-28,False,Adults,36.64524,40.75099,32.53949,56.9993,62.23492,51.76368
1018,2017-12-28,False,All polls,37.73159,42.75414,32.70905,56.41101,61.38774,51.43429
1019,2017-12-28,False,Voters,39.59424,44.46544,34.72304,55.86306,60.28429,51.44183
1020,2017-12-29,False,Adults,37.08881,41.29662,32.881,56.61979,61.70961,51.52996
1021,2017-12-29,False,All polls,37.71204,42.62421,32.79987,56.31897,61.18826,51.44968
1022,2017-12-29,False,Voters,39.47977,44.27288,34.68666,55.76954,60.13069,51.40839
1023,2017-12-30,False,Adults,37.12983,41.34206,32.9176,56.50421,61.57931,51.42911
1024,2017-12-30,False,All polls,37.73003,42.64738,32.81269,56.24842,61.10892,51.38792
1025,2017-12-30,False,Voters,39.47977,44.27288,34.68666,55.76954,60.13069,51.40839
1026,2017-12-31,False,Adults,37.33959,41.62288,33.0563,56.36489,61.42876,51.30103
1027,2017-12-31,False,All polls,37.8654,42.80467,32.92613,56.16106,61.01686,51.30525
1028,2017-12-31,False,Voters,39.47977,44.27288,34.68666,55.76954,60.13069,51.40839
1029,2018-01-01,False,Adults,37.33959,41.62288,33.0563,56.36489,61.42876,51.30103
1030,2018-01-01,False,All polls,37.8654,42.80467,32.92613,56.16106,61.01686,51.30525
1031,2018-01-01,False,Voters,39.47977,44.27288,34.68666,55.76954,60.13069,51.40839
1032,2018-01-02,False,Adults,37.71881,42.00691,33.43071,55.879,60.83708,50.92091
1033,2018-01-02,False,All polls,38.12047,42.98391,33.25703,55.82487,60.59271,51.05703
1034,2018-01-02,False,Voters,39.89989,44.6306,35.16919,55.2852,59.59282,50.97758
1035,2018-01-03,False,Adults,37.76004,41.94017,33.5799,55.76106,60.762,50.76013
1036,2018-01-03,False,All polls,38.16097,43.0086,33.31334,55.69035,60.4595,50.9212
1037,2018-01-03,False,Voters,40.21217,44.87788,35.54647,55.12443,59.37215,50.8767
1038,2018-01-04,False,Adults,38.15102,42.57115,33.73088,55.35013,60.21455,50.4857
1039,2018-01-04,False,All polls,38.47328,43.46577,33.48078,55.33284,60.01302,50.65265
1040,2018-01-04,False,Voters,40.28809,45.02804,35.54815,55.00038,59.29904,50.70172
1041,2018-01-05,False,Adults,38.72204,43.11031,34.33376,54.79131,59.62421,49.95842
1042,2018-01-05,False,All polls,38.82547,43.64261,34.00834,54.96257,59.63041,50.29473
1043,2018-01-05,False,Voters,40.64473,45.25613,36.03334,54.73632,58.91682,50.55581
1044,2018-01-06,False,Adults,38.72204,43.11031,34.33376,54.79131,59.62421,49.95842
1045,2018-01-06,False,All polls,38.82547,43.64261,34.00834,54.96257,59.63041,50.29473
1046,2018-01-06,False,Voters,40.64473,45.25613,36.03334,54.73632,58.91682,50.55581
1047,2018-01-07,False,Adults,38.72204,43.11031,34.33376,54.79131,59.62421,49.95842
1048,2018-01-07,False,All polls,38.82547,43.64261,34.00834,54.96257,59.63041,50.29473
1049,2018-01-07,False,Voters,40.64473,45.25613,36.03334,54.73632,58.91682,50.55581
1050,2018-01-08,False,Adults,38.61844,42.97126,34.26562,54.84727,59.70905,49.98549
1051,2018-01-08,False,All polls,38.69312,43.41864,33.9676,55.00991,59.66267,50.35715
1052,2018-01-08,False,Voters,40.48848,45.01125,35.96571,54.79395,58.93571,50.65219
1053,2018-01-09,False,Adults,38.61844,42.97126,34.26562,54.84727,59.70905,49.98549
1054,2018-01-09,False,All polls,38.73449,43.51689,33.95209,55.00918,59.65797,50.36039
1055,2018-01-09,False,Voters,40.5409,45.0532,36.02861,54.79406,58.93209,50.65604
1056,2018-01-10,False,Adults,38.98797,43.16752,34.80841,54.35324,59.0119,49.69458
1057,2018-01-10,False,All polls,39.22063,43.93981,34.50145,54.60398,59.30174,49.90623
1058,2018-01-10,False,Voters,40.85157,45.58279,36.12034,54.47198,58.82751,50.11646
1059,2018-01-11,False,Adults,38.73087,43.02085,34.44089,54.57832,59.28885,49.8678
1060,2018-01-11,False,All polls,39.10347,43.96349,34.24345,54.63946,59.31625,49.96267
1061,2018-01-11,False,Voters,40.9217,45.6953,36.14809,54.31938,58.69787,49.94088
1062,2018-01-12,False,Adults,38.78321,42.80542,34.761,54.65562,59.32232,49.98891
1063,2018-01-12,False,All polls,39.10097,43.75997,34.44197,54.52315,59.12815,49.91814
1064,2018-01-12,False,Voters,40.67689,45.33427,36.0195,54.10226,58.39086,49.81367
1065,2018-01-13,False,Adults,38.78321,42.80542,34.761,54.65562,59.32232,49.98891
1066,2018-01-13,False,All polls,39.10097,43.75997,34.44197,54.52315,59.12815,49.91814
1067,2018-01-13,False,Voters,40.67689,45.33427,36.0195,54.10226,58.39086,49.81367
1068,2018-01-14,False,Adults,38.78321,42.80542,34.761,54.65562,59.32232,49.98891
1069,2018-01-14,False,All polls,39.10097,43.75997,34.44197,54.52315,59.12815,49.91814
1070,2018-01-14,False,Voters,40.67689,45.33427,36.0195,54.10226,58.39086,49.81367
1071,2018-01-15,False,Adults,38.7757,42.6946,34.85679,54.72827,59.35514,50.10141
1072,2018-01-15,False,All polls,39.29245,44.17373,34.41116,54.54089,59.09888,49.98289
1073,2018-01-15,False,Voters,40.84966,45.68087,36.01846,54.04315,58.34695,49.73936
1074,2018-01-16,False,Adults,38.889,42.7795,34.9985,54.56168,59.01709,50.10626
1075,2018-01-16,False,All polls,39.78146,44.62993,34.93299,54.27212,58.6432,49.90105
1076,2018-01-16,False,Voters,41.6681,46.24943,37.08677,53.28009,57.38385,49.17633
1077,2018-01-17,False,Adults,39.35015,43.38355,35.31674,54.60522,59.02248,50.18796
1078,2018-01-17,False,All polls,40.20608,44.95008,35.46208,54.29126,58.65538,49.92715
1079,2018-01-17,False,Voters,41.63647,46.16325,37.10969,53.43866,57.56498,49.31233
